      37
      926.67584      544.66608          668765.000          695188.707        1.08161        1.10439      175.00092        0.00000        0.12747      927.03638      544.99170          607022.625          821607.250              96.564
      392.62030      871.98108          146397.000          294252.707        1.20040        1.86557        2.63865        0.00000        0.19770      392.86954      872.34979          128037.461          324891.844              96.564
      546.01935      225.15913           80106.000          263368.707        1.78202        1.87546        1.47713        0.00000        0.23085      546.37012      225.47771           82395.961          312026.656              96.564
      426.60907      666.13409           49593.000          221501.707        1.89745        2.71659      175.24446        0.00000        0.30612      426.81400      666.53851           44403.496          259342.984              96.564
      746.28589      951.30389           58139.000          201677.707        1.81226        2.06169      178.02682        0.00000        0.21343      746.61023      951.64575           57682.469          244204.344              96.564
     1026.41821      909.54382           49024.000          127200.707        1.66806        1.84682      106.88700        0.00000        0.19743     1026.73926      909.87506           40610.676          141755.828              96.564
      924.96997      683.06824           45830.000          122933.707        1.60827        1.94801      104.45379        0.00000        0.25113      925.33087      683.41626           38576.496          136942.156              96.564
      668.66687      570.52362           64060.000           93772.707        1.08408        1.49448      179.98048        0.00000        0.19278      669.00122      570.83990           55560.707          101996.086              96.564
      868.06494      257.34790           33636.000           88990.707        1.64965        1.91683      112.89366        0.00000        0.22676      868.37463      257.67514           29177.908          104542.680              96.564
      282.60718      288.47131           49463.000           85641.707        1.23557        1.55534      178.83351        0.00000        0.22930      282.86783      288.76971           42024.484           91508.000              96.564
      331.58530      270.35791           34081.000           72904.707        1.29324        1.74787      178.26578        0.00000        0.24432      331.83618      270.75470           29408.623           75323.047              96.564
      406.19388      666.17792           18753.000           70630.707        1.86345        1.89760      179.89781        0.00000        0.24591      406.25690      666.46283           22872.066           91641.445              96.564
      991.66718      299.62924           39219.000           58453.707        1.21176        1.23545      177.34612        0.00000        0.17946      991.99762      299.99841           34234.160           58072.035              96.564
      648.66736      500.25540           25807.000           51972.707        1.08961        1.85060      179.95140        0.00000        0.19694      649.00262      500.77716           24484.145           55941.477              96.564
      129.38045       39.62047           24239.000           47345.707        1.23764        1.68867        7.29670        0.00000        0.24039      129.69342       39.91114           20583.322           48744.047              96.564
      753.58264      232.70030           26273.000           39564.707        1.17971        1.29827      177.42479        0.00000        0.20428      753.85559      233.12161           22823.281           39607.836              96.564
      858.85541      567.54022           16508.000           35078.707        1.44261        1.58245       64.74675        0.00000        0.22566      859.19537      567.94989           13793.073           35678.305              96.564
      438.70059       20.98019           15278.000           31109.707        1.17152        1.74474      177.76817        0.00000        0.21926      439.07507       21.33839           13268.647           30730.750              96.564
      258.60962      619.59009           14479.000           25845.707        1.23316        1.46760        4.93846        0.00000        0.19024      258.91290      619.99408           12230.624           25080.711              96.564
      463.66953      498.18323            8780.000           22230.707        1.08695        1.95010        0.05029        0.00000        0.29987      464.03018      498.35635            8969.016           21541.496              96.564
      145.60512      355.18948            7942.000           21031.707        1.26088        1.90108      179.48831        0.00000        0.18156      145.90962      355.79495            7775.427           21118.559              96.564
      721.83429      228.64575           10632.000           20514.707        1.21572        1.48801      179.18747        0.00000        0.21602      722.15930      229.12878            8979.472           18405.762              96.564
      364.75037      259.68805           11000.000           18031.707        1.20088        1.29477        0.74869        0.00000        0.18397      365.11185      260.13620            9462.894           16671.842              96.564
      822.86139       31.41128            4637.000           12856.707        1.48155        1.79539       86.42912        0.00000        0.21946      823.14258       32.06629            3641.633           10975.788              96.564
      919.90143      273.35068            4267.000           12482.707        1.60323        1.77949       16.42807        0.00000        0.20304      920.17255      274.01187            3559.273           11505.833              96.564
       27.56479      162.42326            4277.000           10824.707        1.41460        1.72267      166.92612        0.00000        0.18224       27.90223      162.94435            3459.454            9552.270              96.564
      261.68045       78.65899            5806.000            9938.707        1.11942        1.35035      176.94608        0.00000        0.15201      262.02747       79.11233            4971.117            8514.462              96.564
      454.66483       47.78133            2961.000            6423.707        1.08303        1.53613      177.80643        0.00000        0.16193      454.96851       48.21178            2455.563            4628.942              96.564
      784.09967       52.58722            1007.000            4235.707        1.47680        1.81291      168.83868        0.00000        0.15262      784.08344       53.11256             821.426            2491.904              96.564
     1012.68591      601.59186            1391.000            3646.707        1.31694        1.52179      171.64951        0.00000        0.11219     1012.99268      602.04803            1084.701            2463.171              96.564
      474.97742      454.87479            1009.000            3453.707        1.58595        1.73733      168.96445        0.00000        0.11629      475.04922      455.08191             768.575            2399.513              96.564
      971.53662       85.59216             725.000            2847.707        1.41194        1.57670       14.16701        0.00000        0.12653      971.97876       86.08781             537.319            1355.378              96.564
      300.68307       92.94998             892.000            2672.707        1.11864        1.72562      176.02582        0.00000        0.11066      301.02222       93.09703             684.514            1497.213              96.564
       91.83547      718.92102             701.000            2375.707        1.51874        1.73568       13.64808        0.00000        0.09233       92.00797      719.02899             525.611            1569.937              96.564
      698.75049      226.39832             577.000            2231.707        1.25612        1.99971        4.50383        0.00000        0.09282      699.02515      227.01106             401.902            1143.887              96.564
       61.79499      407.68747            1048.000            2222.707        1.14797        1.42136      179.13702        0.00000        0.07496       62.01417      408.00906             818.112            1512.555              96.564
      463.67050      486.17957            2286.000             999.707        1.09602        1.88202        0.00000        0.00000        0.40912      464.02957      484.89505            2288.513            5348.859              96.564
