      36
      926.67706      544.66608          277120.000          289555.034        1.08160        1.10742      175.49216        0.00000        0.12655      927.03906      544.99231          251367.297          341154.031              96.256
      426.65924      666.13708           28630.000          140177.034        1.91092        2.95723      175.70164        0.00000        0.31120      426.89948      666.55322           26467.125          169472.094              96.256
      392.64215      872.03699           67235.000          134159.034        1.14603        1.90042        1.37655        0.00000        0.16855      392.92245      872.36395           61192.410          151010.406              96.256
      546.08057      225.18144           36130.000          133104.034        1.83221        1.88424       18.88453        0.00000        0.22392      546.38379      225.47945           39994.730          156451.047              96.256
      925.01990      683.00348           31968.000           84723.034        1.71278        1.85626       67.68580        0.00000        0.24579      925.35120      683.35797           26511.902           95509.750              96.256
      746.39520      951.32245           26039.000           79451.034        1.67494        2.02709      178.52840        0.00000        0.20883      746.69427      951.67206           24718.139           95093.750              96.256
     1026.45764      909.50348           30051.000           74942.034        1.59227        1.87209      143.79794        0.00000        0.20247     1026.77905      909.84271           24515.783           82804.688              96.256
      668.66693      570.49921           43517.000           64874.034        1.08481        1.53023      179.98975        0.00000        0.19021      669.00226      570.82538           37704.188           70919.242              96.256
      331.60019      270.39243           25576.000           52062.034        1.25556        1.70192      178.57057        0.00000        0.23766      331.86307      270.79645           21874.443           52963.855              96.256
      282.61804      288.50192           30238.000           49979.034        1.20772        1.49329      179.27380        0.00000        0.21051      282.89471      288.81226           25766.289           52653.594              96.256
      406.19250      666.18286           11884.000           43524.034        1.86193        1.90435      179.78397        0.00000        0.25784      406.14337      666.44196           14527.566           58367.012              96.256
      648.66760      500.22037           18869.000           39749.034        1.08953        1.87006      179.97523        0.00000        0.19029      649.00037      500.78378           18426.377           42540.262              96.256
      991.68829      299.61575           23349.000           36841.034        1.24519        1.24866      146.15398        0.00000        0.18781      992.03906      299.99310           20207.611           35600.863              96.256
      868.13104      257.28299           12423.000           36577.034        1.75263        1.92128      117.63600        0.00000        0.19853      868.34656      257.70789           11330.609           43231.426              96.256
      129.38870       39.63006           15277.000           29361.034        1.21514        1.67723        6.09202        0.00000        0.21451      129.73512       39.93440           12986.799           29990.455              96.256
      753.59937      232.68893           20041.000           28989.034        1.15500        1.25533      179.08958        0.00000        0.18335      753.89752      233.10664           17521.947           28786.309              96.256
      858.90460      567.49976           11478.000           26880.034        1.50436        1.67881       67.43336        0.00000        0.21916      859.20105      567.92639            9701.673           27762.910              96.256
      438.70135       20.95720           11990.000           24308.034        1.17360        1.71618      177.59750        0.00000        0.21638      439.07645       21.32260           10279.073           23458.514              96.256
      258.62582      619.59747           12098.000           20683.034        1.19083        1.44003        3.14142        0.00000        0.17251      258.94055      619.99658           10282.248           19978.975              96.256
      463.67084      498.15417            7205.000           17715.034        1.09172        1.93507        0.01468        0.00000        0.29875      464.00394      498.38651            7154.720           17126.332              96.256
      145.61655      355.23404            6556.000           16470.034        1.23991        1.88702      179.17818        0.00000        0.16924      145.92966      355.84985            6158.600           16327.296              96.256
      721.87231      228.63445            7959.000           16459.034        1.23488        1.56172      179.21584        0.00000        0.20841      722.16162      229.10542            6680.223           14597.730              96.256
      364.76563      259.68674            8682.000           14669.034        1.19266        1.33176        0.50678        0.00000        0.17802      365.12189      260.12411            7428.052           13368.495              96.256
      919.93298      273.25293            3061.000           10280.034        1.66402        1.87881       17.48652        0.00000        0.18046      920.14862      273.95789            2673.936            9472.345              96.256
      822.89056       31.35065            3295.000           10026.034        1.50334        1.91614       73.57923        0.00000        0.19406      823.12445       32.05421            2589.783            8453.051              96.256
       27.57543      162.44214            3614.000            8760.034        1.39129        1.69157      169.71309        0.00000        0.15874       27.93571      162.96738            2915.272            7774.080              96.256
      261.67944       78.66870            4726.000            8275.034        1.11831        1.33878      177.47324        0.00000        0.14489      262.01987       79.10973            4033.656            6842.818              96.256
      454.66550       47.75121            2530.000            5562.034        1.07662        1.50806        0.80147        0.00000        0.15246      455.00995       48.16224            2090.889            3846.584              96.256
      784.11481       52.55346             831.000            3485.034        1.52268        1.83443      162.45209        0.00000        0.13213      784.07001       53.10580             665.642            2106.759              96.256
     1012.72528      601.52563            1081.000            3057.034        1.36427        1.61308      168.54260        0.00000        0.10180     1013.00928      602.02576             826.181            2060.142              96.256
      475.04825      454.83386             824.000            2999.034        1.54452        1.81928      172.79843        0.00000        0.10693      475.04678      455.06699             640.667            2039.802              96.256
      300.68115       92.99032             757.000            2435.034        1.12506        1.79969      175.85217        0.00000        0.10336      301.00391       93.10034             572.859            1314.275              96.256
      971.58087       85.53332             624.000            2365.034        1.29808        1.74405       12.46091        0.00000        0.10956      971.98511       86.06430             432.951            1110.622              96.256
       91.82544      718.94348             578.000            2155.034        1.52028        1.78690       10.26898        0.00000        0.08835       92.00587      719.02386             418.980            1289.683              96.256
      698.74921      226.34334             471.000            2034.034        1.29031        2.04333        7.44970        0.00000        0.09339      699.02594      227.01083             320.841             958.491              96.256
      463.67169      486.16751            1892.000             246.034        1.13103        1.84183        0.07200        0.00000        0.42615      464.01489      484.79517            1940.730            4580.940              96.256
